Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
Marketing Data Analyst,50-86 ,5.0,Trivest,"Mooresville, NC","Coral Gables, FL",1 to 50 employees,1981,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1,45.0,50.0,86,68.0
Data Analyst I (Strong Salesforce.com),50-86 ,3.4,pureIntegration,"Charlotte, NC","Herndon, VA",51 to 200 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,22.0,50.0,86,68.0
Data Analyst I,50-86 ,4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,50.0,86,68.0
Data Analyst,50-86 ,4.1,Collabera,"Charlotte, NC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,35.0,50.0,86,68.0
Data Analyst,50-86 ,3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,43.0,50.0,86,68.0
Data Analyst,50-86 ,3.9,Artech LLC,"Charlotte, NC","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,34.0,50.0,86,68.0
Financial Data Analyst,50-86 ,3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,50.0,86,68.0
Data Analyst,50-86 ,3.4,Matlen Silver,"Charlotte, NC","Bridgewater, NJ",201 to 500 employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,46.0,50.0,86,68.0
Data Analyst,50-86 ,3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,50.0,86,68.0
Data Analyst,50-86 ,3.8,Diversant LLC,"Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1,21.0,50.0,86,68.0
Data Science Analyst,50-86 ,3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,29.0,50.0,86,68.0
Data Analyst,50-86 ,4.1,Sysmind LLC,"Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1,27.0,50.0,86,68.0
Data Analyst,50-86 ,3.7,Tata Consultancy Services (North America),"Charlotte, NC","New York, NY",10000+ employees,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"Cognizant Technology Solutions, Accenture, IBM",-1,58.0,50.0,86,68.0
Business Data Analyst,50-86 ,3.5,Robert Half,"Charlotte, NC","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,78.0,50.0,86,68.0
Data Analyst,50-86 ,4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,50.0,86,68.0
Data Business Analyst,50-86 ,3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,43.0,50.0,86,68.0
Junior Data Analyst,50-86 ,5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,50.0,86,68.0
Data Analyst,50-86 ,4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,50.0,86,68.0
Data Analyst,50-86 ,3.2,Neo Prism Solutions,"Charlotte, NC","Schaumburg, IL",51 to 200 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,,50.0,86,68.0
Data Management Analyst,50-86 ,3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,43.0,50.0,86,68.0
Financial Data Analyst - Full Time,50-86 ,-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,50.0,86,68.0
Data analyst,50-86 ,4.7,"Resource Logistics, Inc.","Charlotte, NC","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,-1,29.0,50.0,86,68.0
Data Analyst,50-86 ,3.9,Diverse Lynx,"Charlotte, NC","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,50.0,86,68.0
Senior CX Data Analyst,50-86 ,3.2,Vanguard,"Charlotte, NC","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,51.0,50.0,86,68.0
Data Engineer/Analyst,50-86 ,3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,24.0,50.0,86,68.0
Federal - Data Analyst,54-75 ,-1.0,Accenture Contractor Jobs,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,54.0,75,64.5
Quality Data Analyst,54-75 ,3.6,OrthoCarolina,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,21.0,54.0,75,64.5
Data Visualization Analyst,54-75 ,2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1,91.0,54.0,75,64.5
Senior Data Analyst,54-75 ,3.4,NTT DATA Corporation,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,59.0,54.0,75,64.5
HR Data Analyst,54-75 ,3.8,Apex Systems,"Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,31.0,54.0,75,64.5
Data Analyst/Business Analyst,54-75 ,3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,29.0,54.0,75,64.5
Data Analyst,54-75 ,3.7,eTeam Inc.,"Charlotte, NC","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1,27.0,54.0,75,64.5
Data Analyst,54-75 ,2.0,AccessOne,"Fort Mill, SC","Fort Mill, SC",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,54.0,75,64.5
BI Data Analyst,54-75 ,2.9,"Nesco Resource, LLC","Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1,70.0,54.0,75,64.5
Data Analyst,54-75 ,4.1,RGP,"Charlotte, NC","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1,30.0,54.0,75,64.5
Enterprise Data Office Analyst IV,54-75 ,3.5,Truist,"Charlotte, NC","Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,7.0,54.0,75,64.5
Data Analyst/ Python with Banking Experience,54-75 ,2.9,"Shimento, Inc.","Charlotte, NC","Benicia, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,,54.0,75,64.5
Data Analyst,54-75 ,-1.0,Parks Heating & Cooling,"Indian Trail, NC","Indian Trail, NC",51 to 200 employees,1973,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),-1,-1,53.0,54.0,75,64.5
Systems/Data Analyst,54-75 ,3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,54.0,75,64.5
Data Analyst (Real Time Data Consultant Needed),54-75 ,4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,54.0,75,64.5
Data Visualization Analyst,54-75 ,5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,,54.0,75,64.5
57072 - Market data Analyst - 100 % remote,54-75 ,3.5,Tek Leaders,"Charlotte, NC","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,10.0,54.0,75,64.5
Application Programmer V/ Database Developer/ Data Analyst,54-75 ,4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,43.0,54.0,75,64.5
Data Analyst,54-75 ,5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,54.0,75,64.5
Data Analyst,54-75 ,-1.0,LiveMindz,"Charlotte, NC","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,54.0,75,64.5
Data Standardization Analyst(s),54-75 ,3.2,London Stock Exchange Group,"Charlotte, NC","London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),"Intercontinental Exchange, Euronext, Nasdaq",-1,328.0,54.0,75,64.5
DATA MGMT ANALYST,54-75 ,4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,54.0,75,64.5
"Data Quality Analyst, Financial Services",54-75 ,3.4,NTT DATA Services,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",-1,59.0,54.0,75,64.5
Data Analyst II,54-75 ,4.0,Meridian Technologies,"Charlotte, NC","Farmington Hills, MI",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,,54.0,75,64.5
Data Governance Analyst,54-75 ,3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,43.0,54.0,75,64.5
Data Integration Analyst,54-75 ,2.9,Cardinal Innovations Healthcare,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,,54.0,75,64.5
Data Analyst with Banking Domain,54-75 ,4.0,CYNET SYSTEMS,"Charlotte, NC","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,16.0,54.0,75,64.5
Financial Data Analyst - Full Time,54-75 ,-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,,54.0,75,64.5
Data Analyst - Metadata Analyst,53-99 ,4.1,Collabera,"Fort Mill, SC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,35.0,53.0,99,76.0
Business Data Analyst,53-99 ,5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,,53.0,99,76.0
Senior Data Analyst,53-99 ,3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,53.0,99,76.0
Senior Business Analyst / Data Analyst,53-99 ,4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,53.0,99,76.0
Data Visualization Analyst - N.,53-99 ,3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,24.0,53.0,99,76.0
Application Programmer V/ Senior Data Analyst,53-99 ,4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,43.0,53.0,99,76.0
Trust Application Data Analyst,53-99 ,2.3,"Infovisa, Inc.","Charlotte, NC","Cornelius, NC",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1,,53.0,99,76.0
Data Analyst 127909,53-99 ,3.2,Open Systems Technologies (NYC),"Charlotte, NC","New York, NY",51 to 200 employees,1990,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,TRUE,36.0,53.0,99,76.0
Item Data Maintenance Analyst,53-99 ,3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,80.0,53.0,99,76.0
Marketing Data Analyst - Remote,53-99 ,-1.0,SGA Inc.,"Charlotte, NC","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,30.0,53.0,99,76.0
Technical Data Analyst,53-99 ,2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),"TireHub, National Tire Warehouse, Dealer Tire",-1,91.0,53.0,99,76.0
Data Analyst,53-99 ,-1.0,Trovetechs Inc,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,99,76.0
Data Analyst Junior,53-99 ,5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,53.0,99,76.0
Senior Data Analyst,53-99 ,1.8,Driven Brands,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Midas, Monro Auto Service and Tire Centers",-1,20.0,53.0,99,76.0
Business + Data Analyst,53-99 ,4.4,Tachyon Technologies LLC,"Charlotte, NC","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,15.0,53.0,99,76.0
Data Stewardship Senior Analyst,53-99 ,-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,99,76.0
Data Analyst [Administrative],53-99 ,-1.0,Tax Management Assoc,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,99,76.0
"Analyst, Product Content Data Quality",53-99 ,3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1,80.0,53.0,99,76.0
"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",53-99 ,4.1,Canvas InfoTech Inc.,"Charlotte, NC","Fremont, CA",1 to 50 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,20.0,53.0,99,76.0
Data Stewardship Senior Analyst,53-99 ,-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,,53.0,99,76.0
Big data analyst,53-99 ,-1.0,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,99,76.0
Reporting /Data Analyst,53-99 ,3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,28.0,53.0,99,76.0
Application Architect V/ Data Analyst,53-99 ,4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1,43.0,53.0,99,76.0
Sr. Data Technology Analyst,53-99 ,3.7,Bank of America,"Charlotte, NC","Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,122.0,53.0,99,76.0
"Data Optimization Analyst (Position In Hickory, NC)",53-99 ,3.7,Transportation Insight,"Charlotte, NC","Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),"C.H. Robinson, Transplace",-1,27.0,53.0,99,76.0
Technology Control Analyst - AVP (Chief Data Office),40-74 ,3.1,MUFG,"Charlotte, NC","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,40.0,74,57.0
DIGITAL DATA/INSIGHTS ANALYST,40-74 ,3.0,Midan Marketing,"Mooresville, NC","Chicago, IL",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,22.0,40.0,74,57.0
Big data analyst,40-74 ,-1.0,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1,,40.0,74,57.0
Data Mgmt Analyst w/Traded Products,40-74 ,3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,29.0,40.0,74,57.0
Data Governance Business Information Analyst,40-74 ,3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,9.0,40.0,74,57.0
Data Analyst with Security Clearance,40-74 ,3.6,Accenture Federal Services,"Charlotte, NC","Fairfax, VA",1001 to 5000 employees,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,51.0,40.0,74,57.0
