Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
Senior Data Analyst - Regulatory Reporting,27-52 ,4.0,American CyberSystems,"New York, NY","Duluth, GA",10000+ employees,1998,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,28.0,27.0,52,39.5
Senior Specialist Data Analyst,27-52 ,3.2,The Bank of New York Mellon,"New York, NY","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",-1,242.0,27.0,52,39.5
SQL Report Developer Data Analyst,27-52 ,3.3,M&T Bank Corporation,"New York, NY","Buffalo, NY",10000+ employees,1856,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,-1,170.0,27.0,52,39.5
Clinical Data Analyst,27-52 ,-1.0,SoluStaff,"Brooklyn, NY","Erdenheim, PA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,,27.0,52,39.5
"Data Analyst,, Sales Operations - Oracle Data Cloud",27-52 ,3.6,Oracle,"New York, NY","Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"SAP, Salesforce, Microsoft",-1,49.0,27.0,52,39.5
Data Analyst - Machine Learning,27-52 ,-1.0,Equation Staffing,"New York, NY","Calgary, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,27.0,52,39.5
"Senior Analyst, Data Analytics",27-52 ,3.6,CMI/Compas,"New York, NY","King of Prussia, PA",501 to 1000 employees,1989,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1,37.0,27.0,52,39.5
Senior Data Analyst (Product),27-52 ,4.3,AbleTo,"New York, NY","New York, NY",51 to 200 employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,18.0,27.0,52,39.5
Senior Data Analyst - Data Cataloging / Data Profiling,27-52 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,27.0,52,39.5
2021 Summer Analyst Program- Data & Analytics Solutions,27-52 ,3.7,Eagle Investment Systems,"New York, NY","Wellesley, MA",501 to 1000 employees,1989,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),-1,-1,37.0,27.0,52,39.5
Technical Data Analyst,27-52 ,4.1,Kforce,"Summit, NJ","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,27.0,52,39.5
"Senior Analyst, Customer Master Data",27-52 ,3.3,Hikma Pharmaceuticals,"Berkeley Heights, NJ","London, United Kingdom",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Teva Pharmaceuticals, Sandoz International, Perrigo",-1,48.0,27.0,52,39.5
Data Analyst/Project Manager,27-52 ,3.4,SMBC Group,"Jersey City, NJ","Tokyo, Japan",10000+ employees,1996,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi",-1,30.0,27.0,52,39.5
Data Analyst II - Division of Endocrinology,27-52 ,3.1,Mount Sinai Medical Center,"New York, NY","Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,80.0,27.0,52,39.5
Sr. Reference Data Business Analyst - SQL,27-52 ,3.7,Citi,"Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,214.0,27.0,52,39.5
Data Analyst - Actuarial Background,27-52 ,-1.0,"Top Prospect Group, Inc.","New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,27.0,52,39.5
Data Management Analyst (ADDM04) SEC SVCS OPS DATA GOVERNANCE - NA,27-52 ,3.9,JPMorgan Chase,"Brooklyn, NY","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,227.0,27.0,52,39.5
BA With Data Analyst Skills,27-52 ,4.1,Mitchell Martin,"Jersey City, NJ","New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,42.0,27.0,52,39.5
"Data & Reporting Analyst, GNHCC",27-52 ,3.3,VNA Health Group,"Essex Fells, NJ","Holmdel, NJ",1001 to 5000 employees,1912,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,-1,114.0,27.0,52,39.5
Principal Business Analyst - Data Governance,27-52 ,4.1,Rockstar Games,"New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,28.0,27.0,52,39.5
Business Analyst/Data Analyst - Capital Markets,27-52 ,3.0,RMS Computer,"Jersey City, NJ","New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,41.0,27.0,52,39.5
".net, sharepoint, Java, Data analyst, Business Analyst",27-52 ,3.4,Hexacorp,"New York, NY","Iselin, NJ",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,25.0,27.0,52,39.5
ETL Datastage Developer/IBM Infosphere Datastage Consultant(ETL Data Analyst)-Only NY/NJ candidates Please,27-52 ,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,15.0,27.0,52,39.5
Consumer Lending Data Analyst,27-52 ,3.2,Informa,"New York, NY","London, United Kingdom",10000+ employees,1998,Company - Public,Publishing,Media,$2 to $5 billion (USD),RELX,-1,28.0,27.0,52,39.5
Data Analyst - CBCH,27-52 ,3.8,Columbia University Medical Center,"New York, NY","New York, NY",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,,27.0,52,39.5
Solar Data Analyst,27-52 ,3.7,Momentum Solar,"South Plainfield, NJ","South Plainfield, NJ",501 to 1000 employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"Sunrun, Vivint Solar, Trinity Solar",-1,17.0,27.0,52,39.5
Data Science Lead Analyst,27-52 ,4.6,VIVA USA INC,"Franklin Lakes, NJ","Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,30.0,27.0,52,39.5
Clinical Data Analyst,42-74 ,2.7,ProHEALTH Medical Management,"Lake Success, NY","Lake Success, NY",1001 to 5000 employees,1997,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Northwell Health, Stony Brook University Medical, Catholic Health Services of Long Island",-1,29.0,42.0,74,58.0
"Remote: Data Analyst (Data Lineage, Financial industry)_Long term",42-74 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,42.0,74,58.0
Senior Data Analyst,42-74 ,-1.0,Maisonette Careers,"Brooklyn, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,42.0,74,58.0
Data Governance Analyst,42-74 ,3.5,Donnelly & Moore Corporation,"New York, NY","New City, NY",1 to 50 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,29.0,42.0,74,58.0
"Data Management, Firmwide Data Quality, Analyst",42-74 ,3.9,J.P. Morgan,"Newark, NJ","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,227.0,42.0,74,58.0
Compensation and Data Analyst (Human Resources),42-74 ,4.1,Saratoga Medical Center,"New York, NY","Fairfax, VA",201 to 500 employees,1985,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"Fastaff, Kaiser Permanente, American Traveler",-1,41.0,42.0,74,58.0
Senior Data Analyst,42-74 ,3.1,YAI/NIPD Network,"New York, NY","New York, NY",5001 to 10000 employees,1957,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,-1,69.0,42.0,74,58.0
"Data Analyst II, Division of Gastroenterology (Research)",42-74 ,3.1,Mount Sinai Medical Center,"New York, NY","Miami Beach, FL",1001 to 5000 employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,80.0,42.0,74,58.0
NY Healthcare Data/Reporting Analyst,42-74 ,3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,42.0,74,58.0
Data Analyst,42-74 ,4.3,Quad Consultancy,"Mount Vernon, NY","Mosta, Malta",1 to 50 employees,2006,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,20.0,42.0,74,58.0
Big Data QA Analyst / QA Tester / Test Analyst,42-74 ,3.7,"Competent Systems, Inc","Jersey City, NJ","Alpharetta, GA",201 to 500 employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),"Infosys, Cognizant Technology Solutions, Tata Consultancy Services",-1,23.0,42.0,74,58.0
Senior Data Analyst,42-74 ,3.2,1199SEIU Funds,"New York, NY","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,-1,,42.0,74,58.0
Senior Supply Chain Data Analyst,42-74 ,3.8,Peloton Interactive,"New York, NY","New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,14.0,42.0,74,58.0
"Data Analyst, Capital Markets (Manager)",42-74 ,3.5,Genpact,"New York, NY","New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),"Accenture, IBM, Capgemini",-1,29.0,42.0,74,58.0
"Analyst, People Operations & HR Data",42-74 ,-1.0,LACOSTE CORPORATE,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,42.0,74,58.0
"Senior Analyst, Data Instrumentation & Quality (Disney+)",42-74 ,3.6,Disney Streaming Services,"New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,8.0,42.0,74,58.0
CIB F&BM Global Program Management EMEA - International Regulatory - Data Provisioning Business Analyst - Associate,42-74 ,3.9,J.P. Morgan,"New York, NY","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,227.0,42.0,74,58.0
Business Data Analyst (Financial Services),42-74 ,-1.0,The Enosys Group LLC,"New York, NY","Tuxedo Park, NY",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,42.0,74,58.0
Senior IT Technical Data Analyst,42-74 ,2.4,EmblemHealth,"New York, NY","New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1,89.0,42.0,74,58.0
Data Analyst/Data Acquisition Speciliest with Financial Industry Exp,42-74 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,42.0,74,58.0
Data Analyst/Data Scanning with Financial Industry exp,42-74 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,42.0,74,58.0
"Sr Business Analyst, Data Science",42-74 ,3.6,Jackson Hewitt,"Jersey City, NJ","Jersey City, NJ",201 to 500 employees,1982,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,"H&R Block, Liberty Tax Service, Intuit",-1,44.0,42.0,74,58.0
Senior Data Analyst - Data Governance,42-74 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,42.0,74,58.0
"Senior Manager, Data Analyst",42-74 ,3.2,National Kidney Foundation,"New York, NY","New York, NY",51 to 200 employees,1964,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$25 to $50 million (USD),-1,TRUE,62.0,42.0,74,58.0
Senior Business Intelligence & Data Science Analyst,42-74 ,2.5,CheckedUp,"New York, NY","New York, NY (US), NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,42.0,74,58.0
Risk Adjustment Data Analyst,42-74 ,3.6,Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ","Newark, NJ",1001 to 5000 employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),"UnitedHealth Group, Cigna, Aetna",-1,94.0,42.0,74,58.0
Data Analyst III,42-74 ,3.0,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,42.0,42.0,74,58.0
"Sr. Data Analyst, Retail Media",77-132 ,3.9,Criteo,"New York, NY","Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",-1,21.0,77.0,132,104.5
Sr IT Technical Data Analyst,77-132 ,2.4,EmblemHealth,"New York, NY","New York, NY",1001 to 5000 employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1,89.0,77.0,132,104.5
Senior Marketing Data Analyst,77-132 ,2.8,ERGO,"New York, NY","New York, NY",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,TRUE,22.0,77.0,132,104.5
Data Analyst III,77-132 ,4.4,ACT Consulting,"New York, NY","London, United Kingdom",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,,77.0,132,104.5
TX Healthcare Data/Reporting Analyst,77-132 ,4.8,Tekfortune Inc.,"New York, NY","Piscataway, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,,77.0,132,104.5
Senior SQL Data Warehouse Analyst,77-132 ,2.8,"Intercontinental Exchange, Inc.","New York, NY","Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,26.0,77.0,132,104.5
Data Analyst Junior,77-132 ,5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,77.0,132,104.5
SR. Power BI with DAX - Data Analyst,77-132 ,3.7,"8K Miles Software Services, Inc.","New York, NY","Santa Clara, CA",201 to 500 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,18.0,77.0,132,104.5
Informatica IDQ - Data Quality Analyst (Contract),77-132 ,4.0,Two95 International Inc.,"New York, NY","Cherry Hill, NJ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,,77.0,132,104.5
"Senior Solutions Analyst, Data Specialist",77-132 ,4.2,VTS,"New York, NY","New York, NY",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1,-1,15.0,77.0,132,104.5
Operations data analyst,77-132 ,-1.0,Sky I.T. Group (Sky Business Intelligence Team),"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,77.0,132,104.5
HR Data Analyst,77-132 ,3.5,Robert Half,"Jersey City, NJ","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,78.0,77.0,132,104.5
Healthcare Senior Data Analyst - HEDIS,77-132 ,2.0,Village Care,"New York, NY","New York, NY",501 to 1000 employees,1977,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,49.0,77.0,132,104.5
Senior Data Quality Analyst,77-132 ,3.3,Quest Diagnostics,"Secaucus, NJ","Secaucus, NJ",10000+ employees,1967,Company - Public,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"LabCorp, Bio-Reference Labs, Thermo Fisher Scientific",-1,59.0,77.0,132,104.5
Financial Data Analyst - Accounting ll,77-132 ,-1.0,Softinc,"New York, NY","South Plainfield, NJ",51 to 200 employees,2018,Company - Public,-1,-1,$1 to $5 million (USD),-1,-1,8.0,77.0,132,104.5
Data Analyst - Litigation,77-132 ,-1.0,"KnowledgePro, LLC","New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,77.0,132,104.5
Quantitative Data Analyst/Developer,77-132 ,5.0,Creative Data Resources,"New York, NY","New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,34.0,77.0,132,104.5
"Sr Business Data Analyst SAP, SKU, Supply Chain",77-132 ,3.4,EVERSANA,"New York, NY","Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,8.0,77.0,132,104.5
"Senior Data Analyst, Gas Planning and Design Engineering",77-132 ,3.6,National Grid USA,"Brooklyn, NY","Waltham, MA",10000+ employees,1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),Northeast Utilities,-1,36.0,77.0,132,104.5
Data Analyst - Cardiac Cath Lab,77-132 ,2.1,Barnabas Health,"West Orange, NJ","Gibsonia, PA",501 to 1000 employees,-1,Company - Public,-1,-1,$5 to $10 million (USD),-1,-1,,77.0,132,104.5
Senior Data Business Analyst,77-132 ,2.8,Aegis Media,"New York, NY","London, United Kingdom",1001 to 5000 employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1,-1,48.0,77.0,132,104.5
Business Analyst/Data Analyst - Capital Markets Data,77-132 ,3.0,RMS Computer Corporation,"Jersey City, NJ","New York, NY",201 to 500 employees,1985,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,41.0,77.0,132,104.5
"Firmwide Reference Data Operations, Pricing Operations, Analyst",77-132 ,3.9,J.P. Morgan,"Newark, NJ","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,227.0,77.0,132,104.5
Senior Healthcare Data Analyst,77-132 ,4.5,RAMPS International Inc,"New York, NY","Edison, NJ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,77.0,132,104.5
"Data Analyst, Quality & Patient Safety",77-132 ,-1.0,Episcopal Health Services Inc.,"Far Rockaway, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,77.0,132,104.5
Senior Data Analyst - FHC - Family Support Center,77-132 ,4.0,NYU Langone Health,"New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,185.0,77.0,132,104.5
QA Data Analyst,77-132 ,5.0,Professional Resource Group,"Lake Success, NY","Spring, TX",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1,,77.0,132,104.5
Sr Data Analyst for Customer Based Management,77-132 ,3.0,Altice USA,"Long Island City, NY","Queens Village, NY",10000+ employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,,77.0,132,104.5
"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",77-132 ,3.4,Sumitomo Mitsui Banking Corporation (SMBC),"Jersey City, NJ","Tokyo, Japan",10000+ employees,1996,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi",-1,30.0,77.0,132,104.5
Senior Financial Analyst - Enterprise Data,98-114 ,3.2,Geller & Company,"New York, NY","New York, NY",501 to 1000 employees,1984,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,42.0,98.0,114,106.0
Data Analyst with Data Lineage/Rochade,98-114 ,4.0,Reliable Software Resources,"Florham Park, NJ","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,98.0,114,106.0
Senior Market Data Content Acquisition/Procurement Analyst,98-114 ,2.8,"Intercontinental Exchange, Inc.","New York, NY","Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,26.0,98.0,114,106.0
Sr. Specialist Reporting Data Analyst /Engineer - Cloud,98-114 ,3.2,The Bank of New York Mellon,"Florham Park, NJ","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",-1,242.0,98.0,114,106.0
"Senior Business Analyst, Data Management",98-114 ,3.4,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",-1,44.0,98.0,114,106.0
Data Science Analyst II - Mount Sinai Health Partners,98-114 ,3.4,Mount Sinai Health System,"New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,13.0,98.0,114,106.0
NY Healthcare Data/Reporting Analyst,98-114 ,3.5,SAT Healthcare,"New York, NY","Santa Clara, CA",201 to 500 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,24.0,98.0,114,106.0
Data Analyst,98-114 ,3.3,Atrium Staffing,"Parsippany, NJ","New York, NY",51 to 200 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Kelly,-1,31.0,98.0,114,106.0
Technical Business Analyst with Retail Banking and Large Data Program,98-114 ,3.7,eTeam Inc.,"New York, NY","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1,27.0,98.0,114,106.0
Principal Sales Operations Analyst - Oracle Data Cloud,98-114 ,3.6,Oracle,"New York, NY","Redwood City, CA",10000+ employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"SAP, Salesforce, Microsoft",-1,49.0,98.0,114,106.0
QA Production Data Analyst,98-114 ,2.7,Metroplus Health Plan,"New York, NY","New York, NY",1001 to 5000 employees,1985,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,-1,41.0,98.0,114,106.0
JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,98-114 ,4.5,Avani Technology Solutions,"Whippany, NJ","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,98.0,114,106.0
Data Services Lead Analyst,98-114 ,2.5,Primesoft,"New York, NY","LISBOA, Portugal",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,,98.0,114,106.0
"Sr Data Analyst, Go-Live",98-114 ,4.4,Riskified,"New York, NY","New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Signifyd, Forter",-1,13.0,98.0,114,106.0
Data Analyst III- SAS req'd,98-114 ,-1.0,IPro.org,"Great Neck, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.0,114,106.0
Senior Healthcare Data Analyst,98-114 ,4.3,Cecelia Health,"New York, NY","New York, NY",51 to 200 employees,2009,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,17.0,98.0,114,106.0
Regulatory Risk Management Data Analytics and Reporting Analyst,98-114 ,5.0,Creative Data Resources,"New York, NY","New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,34.0,98.0,114,106.0
NY Healthcare Data/Reporting Analyst,98-114 ,4.4,Systemart LLC,"New York, NY","Parsippany, NJ",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,,98.0,114,106.0
"Specialist, Data and Reporting Analyst - IT Change Management",98-114 ,3.2,The Bank of New York Mellon,"Florham Park, NJ","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",-1,242.0,98.0,114,106.0
Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,98-114 ,4.8,TechProjects,"Jersey City, NJ","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,15.0,98.0,114,106.0
Data Analyst III- SAS req'd,98-114 ,3.0,IPRO,"Lake Success, NY","N New Hyde Park, NY",201 to 500 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,42.0,98.0,114,106.0
Data Warehouse systems analyst,98-114 ,5.0,ITech Recruiting,"New York, NY","Shepton Mallet, United Kingdom",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,,98.0,114,106.0
TX Healthcare Data/Reporting Analyst,98-114 ,3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,-1,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,98.0,114,106.0
NY Healthcare Data/Reporting Analyst,98-114 ,4.2,Abacus Service Corporation,"New York, NY","Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,22.0,98.0,114,106.0
Sr. Data Analyst - RWE,98-114 ,4.2,CyberCoders,"Hoboken, NJ","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,27.0,98.0,114,106.0
Data Migration Lead/ Analyst (migration of data to the new target system),98-114 ,3.4,TECHNOCRAFT Solutions,"New York, NY","Hilliard, OH",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,,98.0,114,106.0
Senior Data Analytics Solutions Analyst,98-114 ,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,15.0,98.0,114,106.0
Technical Analyst - Access/Identity Data Security,98-114 ,-1.0,C&G Consulting Services,"Hoboken, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,98.0,114,106.0
Data Analyst - Cardiac Cath Lab,98-114 ,3.7,RWJBarnabas Health,"West Orange, NJ","West Orange, NJ",10000+ employees,1982,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Atlantic Health System, Robert Wood Johnson University Hospital, Solaris Health System",-1,44.0,98.0,114,106.0
Data Quality Management Analyst,98-114 ,4.0,Reliable Software Resources,"New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,22.0,98.0,114,106.0
